,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
1096,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M445,Windows 10,34035.264,1TB HDD,No additional storage,Intel Core i5
1097,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 965M,Windows 10,85194.72,256GB SSD,No additional storage,Intel Core i7
1098,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 405,Windows 10,26640.0,1TB HDD,No additional storage,Intel Pentium
1099,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,122490.72,128GB SSD,1TB HDD,Intel Core i7
1100,Dell,Ultrabook,12.5,1366x768,4.0,Intel HD Graphics 520,Windows 7,60480.792,500GB HDD,No additional storage,Intel Core i3
1101,Dell,Ultrabook,12.5,1366x768,4.0,Intel HD Graphics 520,Windows 7,62176.1616,128GB SSD,No additional storage,Intel Core i3
1102,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Chrome OS,11135.52,16GB SSD,No additional storage,Intel Celeron
1103,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,8.0,AMD FirePro W6150M,Windows 7,154458.72,1TB HDD,No additional storage,Intel Core i7
1104,Lenovo,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,63882.72,512GB SSD,No additional storage,Intel Core i7
1105,Dell,Ultrabook,12.5,1366x768,8.0,Intel HD Graphics 520,Windows 7,75289.968,256GB SSD,No additional storage,Intel Core i5
1106,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,80516.2032,128GB SSD,1TB HDD,Intel Core i7
1107,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,46193.76,256GB SSD,No additional storage,Intel Core i5
1108,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R4,Windows 10,21205.44,1TB HDD,No additional storage,AMD A6-Series
1109,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 960M,Windows 10,71341.92,128GB SSD,1TB HDD,Intel Core i7
1110,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 515,Windows 10,90522.72,256GB SSD,No additional storage,Intel Core M
1111,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M315,Windows 7,40980.312,500GB HDD,No additional storage,Intel Core i5
1112,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,22857.12,128GB SSD,No additional storage,Intel Core i3
1113,HP,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,104908.32,512GB SSD,No additional storage,Intel Core i7
1114,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4.0,Intel HD Graphics 400,Android,29250.72,64GB Flash Storage,No additional storage,Intel Atom
1115,Dell,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel Iris Plus Graphics 640,Windows 10,73473.12,256GB SSD,No additional storage,Intel Core i7
1116,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,146519.4672,256GB SSD,1.0TB Hybrid,Intel Core i7
1117,Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,8.0,Intel HD Graphics 520,Windows 10,54825.12,256GB SSD,No additional storage,Intel Core i7
1118,Toshiba,Ultrabook,13.3,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,118601.28,512GB SSD,No additional storage,Intel Core i7
1119,Asus,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,69929.4672,128GB SSD,1TB HDD,Intel Core i7
1120,Vero,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 400,Windows 10,10442.88,32GB Flash Storage,No additional storage,Intel Atom
1121,HP,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,90043.2,256GB SSD,No additional storage,Intel Core i5
1122,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,80612.64,256GB SSD,No additional storage,Intel Core i5
1123,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,27899.0064,500GB HDD,No additional storage,Intel Core i5
1124,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,23176.8,1TB HDD,No additional storage,Intel Core i3
1125,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,88924.32,256GB SSD,No additional storage,Intel Core i7
1126,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4.0,Intel HD Graphics 400,Windows 10,25521.12,64GB Flash Storage,No additional storage,Intel Atom
1127,HP,Ultrabook,12.5,1366x768,8.0,Intel HD Graphics 520,Windows 7,100965.6,256GB SSD,No additional storage,Intel Core i5
1128,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,No OS,52693.92,128GB SSD,1TB HDD,Intel Core i5
1129,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,60153.12,128GB SSD,1TB HDD,Intel Core i5
1130,HP,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,33513.12,2TB HDD,No additional storage,Intel Core i7
1131,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Nvidia Quadro M500M,Windows 7,109244.2464,512GB SSD,No additional storage,Intel Core i7
1132,Asus,Notebook,14.0,1366x768,4.0,Intel HD Graphics 500,Windows 10,14811.84,32GB Flash Storage,No additional storage,Intel Celeron
1133,HP,Ultrabook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,40066.56,256GB SSD,No additional storage,Intel Core i7
1134,Acer,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,32820.48,1TB HDD,No additional storage,Intel Core i5
1135,Lenovo,Notebook,15.6,Full HD 1920x1080,16.0,AMD Radeon R7 M360,Windows 10,58554.72,1.0TB Hybrid,No additional storage,Intel Core i7
1136,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia Quadro M3000M,Windows 7,210424.032,256GB SSD,No additional storage,Intel Core i7
1137,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R7 M445,Windows 10,41771.52,1TB HDD,No additional storage,Intel Core i5
1138,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,127818.72,256GB SSD,1TB HDD,Intel Core i7
1139,HP,Ultrabook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,115709.2416,256GB SSD,No additional storage,Intel Core i7
1140,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,16.0,Intel HD Graphics 520,Windows 10,130003.2,512GB SSD,No additional storage,Intel Core i7
1141,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,60888.384,128GB SSD,1TB HDD,Intel Core i7
1142,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,86793.12,256GB SSD,No additional storage,Intel Core i5
1143,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia Quadro M1000M,Windows 7,118761.12,256GB SSD,No additional storage,Intel Core i7
1144,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,8.0,Intel HD Graphics 520,Windows 10,95850.72,256GB SSD,No additional storage,Intel Core i7
1145,HP,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M1000M,Windows 7,101178.72,256GB SSD,No additional storage,Intel Core i7
1146,HP,Ultrabook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,122381.496,256GB SSD,No additional storage,Intel Core i7
1147,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,53807.472,256GB SSD,No additional storage,Intel Core i7
1148,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,84129.12,256GB SSD,No additional storage,Intel Core i5
1149,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,8.0,Intel HD Graphics 520,Windows 10,124621.92,256GB SSD,No additional storage,Intel Core i7
1150,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,18061.92,1TB HDD,No additional storage,Intel Core i3
1151,HP,Notebook,15.6,1366x768,4.0,AMD Radeon R2 Graphics,Windows 10,15824.16,500GB HDD,No additional storage,AMD E-Series
1152,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M330,No OS,31914.72,1TB HDD,No additional storage,Intel Core i5
1153,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050Ti,Windows 10,63882.72,1TB HDD,No additional storage,Intel Core i7
1154,Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,8.0,Nvidia GeForce 960M,Windows 10,119916.2304,256GB SSD,No additional storage,Intel Core i5
1155,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 520,Windows 10,25515.2592,256GB SSD,No additional storage,AMD A6-Series
1156,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,79536.384,256GB SSD,1TB HDD,Intel Core i7
1157,Lenovo,Ultrabook,14.0,Full HD 1920x1080,12.0,Intel HD Graphics 520,Windows 7,122490.72,512GB SSD,No additional storage,Intel Core i7
1158,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M330,Windows 10,42010.7472,1.0TB Hybrid,No additional storage,Intel Core i5
1159,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,8.0,Intel HD Graphics 520,Windows 10,108744.48,512GB SSD,No additional storage,Intel Core i7
1160,Lenovo,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,79866.72,256GB SSD,No additional storage,Intel Core i7
1161,MSI,Gaming,14.0,Full HD 1920x1080,16.0,Nvidia GeForce GTX 970M,Windows 10,94252.32,256GB SSD,1TB HDD,Intel Core i7
1162,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,47898.72,1TB HDD,No additional storage,Intel Core i7
1163,Lenovo,Notebook,15.6,1366x768,8.0,Intel HD Graphics 520,Windows 10,24455.52,1TB HDD,No additional storage,Intel Core i3
1164,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,25414.0272,500GB HDD,No additional storage,Intel Core i5
1165,Dell,Gaming,15.6,4K Ultra HD 3840x2160,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,79813.44,128GB SSD,1TB HDD,Intel Core i7
1166,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,74059.2,256GB SSD,No additional storage,Intel Core i5
1167,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 920MX ,Windows 10,24935.04,1TB HDD,No additional storage,Intel Core i3
1168,HP,Notebook,14.0,1366x768,2.0,Intel HD Graphics 400,Windows 10,13266.72,32GB Flash Storage,No additional storage,Intel Celeron
1169,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,44701.92,1TB HDD,No additional storage,Intel Core i7
1170,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,36177.12,256GB SSD,No additional storage,Intel Core i7
1171,HP,Notebook,15.6,Full HD 1920x1080,16.0,Intel UHD Graphics 620,Windows 10,61751.52,512GB SSD,No additional storage,Intel Core i7
1172,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,19660.32,500GB HDD,No additional storage,Intel Celeron
1173,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,21205.44,500GB HDD,No additional storage,Intel Core i5
1174,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 940MX,No OS,37775.52,1TB HDD,No additional storage,Intel Core i7
1175,Asus,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,40972.32,256GB SSD,No additional storage,Intel Core i3
1176,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 7,43956.0,1.0TB Hybrid,No additional storage,Intel Core i7
1177,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 960,Windows 10,69530.4,512GB SSD,No additional storage,Intel Core i7
1178,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 970M,Windows 10,114731.5536,128GB SSD,1TB HDD,Intel Core i7
1179,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,34632.0,500GB HDD,No additional storage,Intel Core i3
1180,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,8.0,Intel HD Graphics 520,Windows 10,87219.36,256GB SSD,No additional storage,Intel Core i5
1181,Lenovo,Ultrabook,15.6,Full HD 1920x1080,6.0,Nvidia GeForce 920M,Windows 10,44275.68,256GB SSD,No additional storage,Intel Core i7
1182,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GT 940MX,Linux,47686.1328,256GB SSD,No additional storage,Intel Core i7
1183,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,17742.24,500GB HDD,No additional storage,Intel Celeron
1184,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,6.0,Nvidia GeForce GTX 960M,Windows 10,42570.72,1TB HDD,No additional storage,Intel Core i7
1185,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,48431.52,256GB SSD,1TB HDD,Intel Core i7
1186,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 620,Windows 10,62817.12,512GB SSD,No additional storage,Intel Core i7
1187,Acer,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,36816.48,256GB SSD,No additional storage,Intel Core i5
1188,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 520,Linux,58554.72,256GB SSD,No additional storage,Intel Core i5
1189,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,138474.72,256GB SSD,1TB HDD,Intel Core i7
1190,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,43636.32,1TB HDD,No additional storage,Intel Core i5
1191,Samsung,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,4.0,ARM Mali T860 MP4,Chrome OS,35111.52,32GB Flash Storage,No additional storage,Samsung Cortex
1192,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,25840.8,500GB HDD,No additional storage,Intel Core i5
1193,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8.0,Intel HD Graphics 5300,Mac OS X,61964.64,256GB Flash Storage,No additional storage,Intel Core M
1194,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,63882.72,256GB SSD,No additional storage,Intel Core i5
1195,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,12.0,Nvidia GeForce GTX 1050,Windows 10,70702.56,128GB SSD,1TB HDD,Intel Core i7
1196,Lenovo,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M430,No OS,19607.04,1TB HDD,No additional storage,Intel Core i3
1197,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,114552.0,512GB SSD,1TB HDD,Intel Core i7
1198,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Linux,14492.16,1TB HDD,No additional storage,Intel Celeron
1199,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,109165.392,256GB SSD,1TB HDD,Intel Core i7
1200,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R7 M440,Windows 10,26586.72,128GB SSD,No additional storage,Intel Core i3
1201,Lenovo,Notebook,15.6,1366x768,8.0,Nvidia GeForce 920MX,No OS,33513.12,500GB HDD,No additional storage,Intel Core i7
1203,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 620,Windows 10,142790.4,512GB SSD,No additional storage,Intel Core i7
1204,Asus,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,62284.32,1TB HDD,No additional storage,Intel Core i7
1205,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M445,Windows 10,47365.92,256GB SSD,No additional storage,Intel Core i5
1206,HP,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,30849.12,256GB SSD,No additional storage,Intel Core i5
1207,Lenovo,Notebook,15.6,1366x768,4.0,AMD Radeon R2 Graphics,Windows 10,15930.72,500GB HDD,No additional storage,AMD E-Series
1208,Acer,Notebook,17.3,1600x900,8.0,Nvidia GeForce 940MX,Windows 10,33513.12,1TB HDD,No additional storage,Intel Core i3
1209,Asus,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,130482.72,256GB SSD,1TB HDD,Intel Core i7
1210,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8.0,Intel HD Graphics 515,Mac OS X,68145.12,512GB Flash Storage,No additional storage,Intel Core M
1211,Asus,Notebook,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,93186.72,128GB SSD,1TB HDD,Intel Core i7
1212,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,103842.1872,256GB SSD,1TB HDD,Intel Core i7
1213,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,53226.72,256GB SSD,No additional storage,Intel Core i5
1214,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,103842.72,256GB SSD,1TB HDD,Intel Core i7
1215,Acer,Netbook,11.6,1366x768,2.0,Intel HD Graphics,Chrome OS,9270.72,32GB SSD,No additional storage,Intel Celeron
1216,Acer,Notebook,17.3,1600x900,4.0,Nvidia GeForce 940MX,Windows 10,31861.44,1TB HDD,No additional storage,Intel Core i3
1217,Lenovo,Notebook,17.3,1600x900,8.0,Intel HD Graphics 620,No OS,28717.92,1TB HDD,No additional storage,Intel Core i5
1218,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960<U+039C>,Windows 10,67772.16,128GB SSD,1TB HDD,Intel Core i7
1219,Acer,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 615,Windows 10,61218.72,256GB SSD,No additional storage,Intel Core i7
1220,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,81465.12,256GB SSD,No additional storage,Intel Core i7
1221,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,78647.1408,128GB SSD,1TB HDD,Intel Core i7
1222,HP,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,28185.12,1TB HDD,No additional storage,AMD A12-Series
1223,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 7,91288.3536,256GB SSD,No additional storage,Intel Core i5
1224,Dell,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 620,Windows 10,27119.52,500GB HDD,No additional storage,Intel Core i3
1225,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 405,Windows 10,16463.52,1TB HDD,No additional storage,Intel Pentium
1226,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 620,Windows 10,78694.56,256GB SSD,No additional storage,Intel Core i7
1227,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,27804.7008,1TB HDD,No additional storage,Intel Core i5
1228,Lenovo,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,16.0,Nvidia GeForce GTX 960M,Windows 10,54825.12,128GB SSD,1TB HDD,Intel Core i7
1229,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,61218.72,128GB SSD,1TB HDD,Intel Core i7
1230,Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 520,Windows 10,87912.0,512GB SSD,No additional storage,Intel Core i7
1231,Razer,Gaming,14.0,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,186426.72,1TB SSD,No additional storage,Intel Core i7
1232,Dell,Notebook,15.6,Touchscreen 1366x768,8.0,Intel HD Graphics 620,Windows 10,24988.8528,1TB HDD,No additional storage,Intel Core i3
1233,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,85141.44,256GB SSD,1TB HDD,Intel Core i7
1234,Apple,Ultrabook,11.6,1366x768,4.0,Intel HD Graphics 6000,Mac OS X,51095.52,256GB Flash Storage,No additional storage,Intel Core i5
1235,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,25467.84,1TB HDD,No additional storage,Intel Core i3
1236,HP,Ultrabook,14.0,2560x1440,8.0,Intel HD Graphics 520,Windows 7,117119.5632,256GB SSD,No additional storage,Intel Core i7
1237,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 7,39267.36,500GB HDD,No additional storage,Intel Core i5
1238,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,62284.32,128GB SSD,1TB HDD,Intel Core i7
1239,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,79866.72,512GB SSD,No additional storage,Intel Core i7
1240,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,31838.5296,256GB SSD,No additional storage,AMD A12-Series
1241,Asus,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,68198.4,256GB SSD,No additional storage,Intel Core i7
1242,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Linux,19276.704,500GB HDD,No additional storage,Intel Core i3
1243,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,16.0,Nvidia GeForce 940MX,Windows 10,95850.72,512GB SSD,No additional storage,Intel Core i7
1244,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 7,58607.4672,256GB SSD,No additional storage,Intel Core i5
1246,Dell,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,46620.0,500GB HDD,No additional storage,Intel Core i5
1247,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,123876.0,256GB SSD,1TB HDD,Intel Core i7
1248,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,No OS,30529.44,256GB SSD,No additional storage,Intel Core i5
1249,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 615,Windows 10,96596.64,256GB SSD,No additional storage,Intel Core i5
1250,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Linux,17262.72,500GB HDD,No additional storage,Intel Pentium
1251,HP,Notebook,15.6,1366x768,4.0,AMD Radeon R4 Graphics,Windows 10,21258.72,500GB HDD,No additional storage,AMD A6-Series
1252,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,Nvidia GeForce 920MX,Windows 10,30316.32,128GB SSD,No additional storage,Intel Core i3
1253,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,57116.16,256GB SSD,No additional storage,Intel Core i5
1254,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,23655.7872,500GB HDD,No additional storage,Intel Pentium
1255,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,Windows 10,18061.92,1TB HDD,No additional storage,Intel Celeron
1256,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 970M,Windows 10,101232.0,128GB SSD,1TB HDD,Intel Core i7
1257,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,26107.2,500GB HDD,No additional storage,Intel Core i3
1258,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M330,Windows 7,47685.6,1.0TB Hybrid,No additional storage,Intel Core i7
1259,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,65481.12,128GB SSD,1TB HDD,Intel Core i7
1260,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,44382.7728,128GB SSD,No additional storage,Intel Core i5
1261,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 515,Windows 10,38841.12,512GB SSD,No additional storage,Intel Core M
1262,Dell,Notebook,15.6,1366x768,6.0,Intel HD Graphics 620,Windows 10,24455.52,1TB HDD,No additional storage,Intel Core i3
1263,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,Linux,15397.92,500GB HDD,No additional storage,Intel Celeron
1264,Dell,Notebook,15.6,1366x768,2.0,Intel HD Graphics,Windows 10,20193.12,500GB HDD,No additional storage,Intel Celeron
1265,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,47898.72,1TB HDD,No additional storage,Intel Core i7
1266,HP,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon R7 M440,Windows 10,29303.4672,1.0TB Hybrid,No additional storage,AMD A9-Series
1267,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R5 M430,Linux,42943.1472,1TB HDD,No additional storage,Intel Core i7
1268,HP,Netbook,11.6,1366x768,2.0,Intel HD Graphics 400,Windows 10,11135.52,32GB Flash Storage,No additional storage,Intel Celeron
1269,Asus,Notebook,15.6,1366x768,4.0,Nvidia GeForce 920M,Windows 10,38378.6496,500GB HDD,No additional storage,Intel Core i7
1270,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,33992.64,128GB SSD,No additional storage,Intel Core i7
1271,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 520,Windows 10,79866.72,512GB SSD,No additional storage,Intel Core i7
1272,Lenovo,Notebook,14.0,1366x768,2.0,Intel HD Graphics,Windows 10,12201.12,64GB Flash Storage,No additional storage,Intel Celeron
1273,HP,Notebook,15.6,1366x768,6.0,AMD Radeon R5 M330,Windows 10,40705.92,1TB HDD,No additional storage,Intel Core i7
